original_text,reframed_text,strategy,original_with_label
Today feels like a cookie dough raw out of the package for breakfast day. I compromised and went with Crunch Berries cereal.,I have had a hard day today but I still managed to have cereal instead of cookie dough.,"['growth', 'optimism']","Today feels like a cookie dough raw out of the package for breakfast day. I compromised and went with Crunch Berries cereal. Strategy: ['growth', 'optimism']"
Loool someone will take you serious you'd now be feigning confusion RT: I just want someone to squeeze meeee,I would love a hug from someone close to me right now. I really do need it.,['optimism'],Loool someone will take you serious you'd now be feigning confusion RT: I just want someone to squeeze meeee Strategy: ['optimism']
i can not believe i locked my bike up at a pub after having a pub lunch with family and loose the lock key.,"I lost my key at the pub, but I'm sure I'll find it if I retrace my steps.",['impermanence'],i can not believe i locked my bike up at a pub after having a pub lunch with family and loose the lock key. Strategy: ['impermanence']
ha am writing a report on obesity and all I have done is eat exams : ((,I will stop being a hypocrite and stop eating.,['neutralizing'],ha am writing a report on obesity and all I have done is eat exams : (( Strategy: ['neutralizing']
Can't wait to have this shitty graded unit handed in and have a free minute to chill or do ANYTHING other than this!,This is going to be over soon and I will have lots of time to relax.,['neutralizing'],Can't wait to have this shitty graded unit handed in and have a free minute to chill or do ANYTHING other than this! Strategy: ['neutralizing']
"As a non-driver, it's pretty hard to give directions to drivers when I'm not sure on which streets you can turn right etc.",I'm thankful people trust me to stop me and ask for directions.,"['optimism', 'self_affirmation', 'thankfulness']","As a non-driver, it's pretty hard to give directions to drivers when I'm not sure on which streets you can turn right etc. Strategy: ['optimism', 'self_affirmation', 'thankfulness']"
I'm so stressed!! That would be why my face looks like a 13-year-old boy who just hit puberty,"This stress is giving me an appearance of a 13 -year old boy, but I hope my face brightens up after my visit to the salon.","['neutralizing', 'optimism']","I'm so stressed!! That would be why my face looks like a 13-year-old boy who just hit puberty Strategy: ['neutralizing', 'optimism']"
"Why ring my landline, disturbing mother, to tell me you're coming at 9.45 instead of 9.30? Especially as it's 9.55 and you're not here disability disabledlife",I am glad to be cooking after this illness.,"['impermanence', 'neutralizing']","Why ring my landline, disturbing mother, to tell me you're coming at 9.45 instead of 9.30? Especially as it's 9.55 and you're not here disability disabledlife Strategy: ['impermanence', 'neutralizing']"
"Either I've been out of the game too long, or I just can't handle a test every two days. Too much",The best way to get back to testing is to study and practice more,"['growth', 'self_affirmation']","Either I've been out of the game too long, or I just can't handle a test every two days. Too much Strategy: ['growth', 'self_affirmation']"
I have officially hit my breaking point I need sleep and a long break..!!! Sick,I'm sick but nothing a break with a long sleep can't fix.,['impermanence'],I have officially hit my breaking point I need sleep and a long break..!!! Sick Strategy: ['impermanence']
I am going to watch the TV with my hands on my knees hunched over like a football coach 90% of this game.,This is going to be a very exciting game!,['optimism'],I am going to watch the TV with my hands on my knees hunched over like a football coach 90% of this game. Strategy: ['optimism']
"got home from work, took a shower, now goin to bed and sleeping all day tomorrow. Depressed","I made it home from the day, now I'm going to bed to have a good rest.","['neutralizing', 'optimism']","got home from work, took a shower, now goin to bed and sleeping all day tomorrow. Depressed Strategy: ['neutralizing', 'optimism']"
so i have been to afraid to do anything with my flatmate and now my ex has been staying in the house confused,"I've been afraid to have an affair with my flatmate, thanks god because my ex is back","['neutralizing', 'thankfulness']","so i have been to afraid to do anything with my flatmate and now my ex has been staying in the house confused Strategy: ['neutralizing', 'thankfulness']"
"Tomorrow may be the longest day ever, two tests and a oral presentation. I need spring break now.",Even if tomorrow is the longest day ever I am a strong person so I can take on the two tests and the oral presentation after which I will be having the spring break.,['self_affirmation'],"Tomorrow may be the longest day ever, two tests and a oral presentation. I need spring break now. Strategy: ['self_affirmation']"
When you really want to wear a pair of shoes but can only find one f'in foot cuz your wardrobe is so messy!!! fuming,"I'm trying to find a pair of shoes, but I can't because my wardrobe is so messed up, and on second thought, this is the perfect time to organize it and stop procrastinating.",['growth'],When you really want to wear a pair of shoes but can only find one f'in foot cuz your wardrobe is so messy!!! fuming Strategy: ['growth']
Hoping a run will release some endorphins and get me out of this stressssssy mood!!,Running will help me feel better.,['optimism'],Hoping a run will release some endorphins and get me out of this stressssssy mood!! Strategy: ['optimism']
"One test down and one to go. Along with two meetings, a doctors appt, and a clinical.","Ive succesfully completed one test, two meetings, a doctors appointment and a clinical. I am on a role.","['self_affirmation', 'thankfulness']","One test down and one to go. Along with two meetings, a doctors appt, and a clinical. Strategy: ['self_affirmation', 'thankfulness']"
Crap prom is in like a month in a half now. Fack me. I have to go shopping soon and find a date. TheStruggle,I hope to find a date and do my shopping for my prom that is coming up in a month and half soon.,"['impermanence', 'optimism']","Crap prom is in like a month in a half now. Fack me. I have to go shopping soon and find a date. TheStruggle Strategy: ['impermanence', 'optimism']"
